point,label,prediction,correct,margin,score_0,score_1
0,0,1,0,0.04350270646484378,0.5322571845556641,0.5757598910205078
1,0,1,0,0.028357393535156317,0.5395842254443359,0.5679416189794922
2,1,1,1,0.026193777402343743,0.5406309455712891,0.5668247229736328
3,0,1,0,0.02403016126953128,0.5416776656982422,0.5657078269677734
4,1,1,1,0.027275585468750085,0.5401075855078125,0.5673831709765625
5,0,1,0,0.022948353203124938,0.5422010257617188,0.5651493789648437
6,1,1,1,0.05540259519531254,0.5265002238574219,0.5819028190527344
7,1,1,1,0.056484403261718885,0.5259768637939453,0.5824612670556641
8,1,1,1,0.06297525166015627,0.522836703413086,0.5858119550732422
9,0,1,0,0.07162971619140635,0.5186498229052734,0.5902795390966797
10,0,1,0,0.03701185806640628,0.5353973449365235,0.5724092030029297
11,1,1,1,0.06081163552734381,0.523883423540039,0.5846950590673828
12,1,1,1,0.057566211328125116,0.5254535037304687,0.5830197150585938
13,1,1,1,0.005639424140625016,0.5505747867773437,0.5562142109179687
14,1,1,1,0.020784737070312587,0.5432477458886719,0.5640324829589844
15,1,1,1,0.04025728226562508,0.5338272647460938,0.5740845470117188
16,0,1,0,0.034848241933593815,0.5364440650634765,0.5712923069970703
17,0,1,0,0.03160281773437501,0.5380141452539062,0.5696169629882812
18,0,1,0,0.06513886779296885,0.5217899832861328,0.5869288510791016
19,0,1,0,0.04566632259765635,0.5312104644287109,0.5768767870263672
20,1,1,1,0.019702929003906355,0.5437711059521484,0.5634740349560547
21,1,1,1,0.06189344359375004,0.5233600634765625,0.5852535070703125
22,1,1,1,0.03376643386718747,0.5369674251269532,0.5707338589941406
23,0,1,0,0.03917547419921885,0.5343506248095703,0.5735260990087891
24,1,1,1,0.014293888671874977,0.5463879062695313,0.5606817949414062
25,0,1,0,0.04350270646484378,0.5322571845556641,0.5757598910205078
26,1,1,1,0.020784737070312587,0.5432477458886719,0.5640324829589844
27,1,1,1,0.00888484833984382,0.549004706586914,0.5578895549267578
28,1,1,1,0.06297525166015627,0.522836703413086,0.5858119550732422
29,0,0,1,0.018160353320312517,0.5620887081738282,0.5439283548535156
30,1,1,1,0.020784737070312587,0.5432477458886719,0.5640324829589844
31,1,1,1,0.03160281773437501,0.5380141452539062,0.5696169629882812
32,0,1,0,0.018621120937500013,0.544294466015625,0.562915586953125
33,0,0,1,0.03763289851562501,0.5715091893164063,0.5338762908007813
34,0,1,0,0.03917547419921885,0.5343506248095703,0.5735260990087891
35,0,1,0,0.04674813066406258,0.5306871043652344,0.577435235029297
36,0,1,0,0.03809366613281262,0.5348739848730468,0.5729676510058594
37,0,1,0,0.06513886779296885,0.5217899832861328,0.5869288510791016
38,0,1,0,0.05864801939453124,0.5249301436669922,0.5835781630615234
39,1,1,1,0.06513886779296885,0.5217899832861328,0.5869288510791016
40,0,1,0,0.006721232207031247,0.5500514267138672,0.5567726589208984
41,1,1,1,0.07487514039062515,0.5170797427148437,0.5919548831054688
