point,label,prediction,correct,margin,score_0,score_1
0,0,0,1,0.3221484199804688,0.7091528860107422,0.38700446603027344
1,0,0,1,0.43790188308593747,0.7651524128027344,0.3272505297167969
2,1,1,1,0.0413390903320312,0.5333039046826172,0.5746429950146484
3,0,0,1,0.40544764109375,0.7494516108984375,0.3440039698046875
4,1,0,0,0.009505888789062444,0.5579018276660156,0.5483959388769531
5,0,0,1,0.24534004726562497,0.6719943215039063,0.4266542742382813
6,1,1,1,0.3994175603125001,0.360071723671875,0.7594892839843751
7,1,1,1,0.4632442362304688,0.3291934799267578,0.7924377161572266
8,1,1,1,0.4654078523632813,0.3281467597998047,0.793554612163086
9,0,0,1,0.17177709874999997,0.6364058371875,0.4646287384375
10,0,0,1,0.35892989423828126,0.7269471281689454,0.3680172339306641
11,1,1,1,0.21442838095703132,0.4495662945263672,0.6639946754833985
12,1,0,0,0.09172330183593735,0.5976771924902343,0.505953890654297
13,1,1,1,0.37453597478515627,0.3721090051318359,0.7466449799169922
14,1,0,0,0.08847787763671877,0.5961071122998047,0.507629234663086
15,1,1,1,0.22308284548828133,0.4453794140185547,0.668462259506836
16,0,0,1,0.23884919886718742,0.6688541611230469,0.43000496225585944
17,0,0,1,0.22586750207031248,0.6625738403613282,0.4367063382910157
18,0,0,1,0.40436583302734375,0.748928250834961,0.3445624178076172
19,0,0,1,0.22262207787109373,0.6610037601708985,0.43838168229980473
20,1,1,1,0.03376643386718747,0.5369674251269532,0.5707338589941406
21,1,1,1,0.22416465355468762,0.4448560539550781,0.6690207075097657
22,1,1,1,0.33667269246093756,0.39042660735351564,0.7270992998144532
23,0,0,1,0.35892989423828126,0.7269471281689454,0.3680172339306641
24,1,1,1,0.25661889554687506,0.42915525205078126,0.6857741475976563
25,0,0,1,0.21396761333984365,0.6568168796630859,0.44284926632324223
26,1,1,1,0.42429914583984385,0.34803444221191404,0.7723335880517579
27,1,0,0,0.04953278724609367,0.5772661500146484,0.5277333627685548
28,1,1,1,0.3788632070507813,0.3700155648779297,0.748878771928711
29,0,0,1,0.3124121473828125,0.7044426454394531,0.39203049805664064
30,1,1,1,0.29989121820312503,0.4082208495117188,0.7081120677148438
31,1,1,1,0.09434768558593754,0.5076592615722656,0.6020069471582031
32,0,0,1,0.427083802421875,0.7599188121679687,0.33283500974609376
33,0,0,1,0.35676627810546874,0.7259004080419922,0.36913412993652345
34,0,0,1,0.3697479749023437,0.7321807288037109,0.3624327539013672
35,0,0,1,0.3675843587695312,0.7311340086767578,0.3635496499072266
36,0,0,1,0.11335946316406242,0.6081443937597656,0.49478493059570317
37,0,0,1,0.41085668142578124,0.7520684112158204,0.3412117297900391
38,0,0,1,0.26589440052734364,0.6819381627099609,0.41604376218261724
39,1,1,1,0.0413390903320312,0.5333039046826172,0.5746429950146484
40,0,0,1,0.23344015853515626,0.6662373608056641,0.43279720227050783
41,1,1,1,0.4275445700390625,0.3464643620214844,0.7740089320605469
42,0,1,0,0.05972982746093747,0.5244067836035157,0.5841366110644531
43,0,0,1,0.35676627810546874,0.7259004080419922,0.36913412993652345
44,0,0,1,0.2204584617382812,0.6599570400439453,0.4394985783056641
45,1,1,1,0.4632442362304688,0.3291934799267578,0.7924377161572266
46,0,0,1,0.07765979697265624,0.5908735116650391,0.5132137146923829
47,1,1,1,0.1863013712304688,0.4631736561767578,0.6494750274072266
48,1,0,0,0.022487585585937442,0.5641821484277344,0.541694562841797
49,1,1,1,0.23714635035156256,0.43857573319335935,0.6757220835449219
50,1,1,1,0.12680192757812508,0.49195845966796875,0.6187603872460938
51,1,0,0,0.09821415023437496,0.6008173528710937,0.5026032026367188
52,1,1,1,0.019702929003906355,0.5437711059521484,0.5634740349560547
53,1,1,1,0.34099992472656254,0.38833316709960936,0.7293330918261719
54,0,0,1,0.41410210562499994,0.7536384914062499,0.33953638578125
55,1,1,1,0.4307899942382813,0.3448942818310547,0.775684276069336
56,1,1,1,0.1257201195117188,0.49248181973144534,0.6182019392431641
57,1,1,1,0.4167264893750001,0.35169796265625,0.7684244520312501
58,1,1,1,0.1873831792968751,0.46265029611328123,0.6500334754101563
59,0,0,1,0.08847787763671877,0.5961071122998047,0.507629234663086
60,0,0,1,0.31133033931640625,0.7039192853759766,0.39258894605957034
61,1,1,1,0.4578351958984376,0.3318102802441406,0.7896454761425782
62,0,0,1,0.24209462306640622,0.6704242413134766,0.42832961824707033
63,1,1,1,0.022948353203124938,0.5422010257617188,0.5651493789648437
64,0,0,1,0.089559685703125,0.5966304723632813,0.5070707866601563
65,1,0,0,0.07874160503906247,0.5913968717285156,0.5126552666894532
66,0,0,1,0.15554997775390622,0.6285554362353516,0.4730054584814454
67,1,1,1,0.1289655437109375,0.49091173954101563,0.6198772832519531
68,0,0,1,0.3513572377734375,0.7232836077246094,0.3719263699511719
69,0,0,1,0.26481259246093747,0.6814148026464844,0.4166022101855469
70,1,0,0,0.0030150403906250567,0.5547616672851563,0.5517466268945312
71,0,0,1,0.2842851376562499,0.6908352837890624,0.40655014613281254
72,1,1,1,0.3907630957812501,0.3642586041796875,0.7550216999609376
73,0,0,1,0.3870569039648437,0.7405544898193359,0.3534975858544922
74,0,0,1,0.3697479749023437,0.7321807288037109,0.3624327539013672
75,0,1,0,0.07271152425781258,0.5181264628417969,0.5908379870996094
76,0,0,1,0.11444127123046877,0.6086677538232422,0.49422648259277346
77,1,1,1,0.4599988120312501,0.3307635601171875,0.7907623721484376
78,0,0,1,0.09388691796874993,0.5987239126171875,0.5048369946484376
79,1,1,1,0.3215273795312501,0.3977536482421875,0.7192810277734376
80,0,0,1,0.34703000550781243,0.7211901674707031,0.37416016196289065
81,1,1,1,0.4946166701562501,0.3140160380859375,0.8086327082421876
82,1,1,1,0.44052626683593754,0.34018404125976565,0.7807103080957032
83,1,1,1,0.33126365212890624,0.39304340767089846,0.7243070597998047
84,1,1,1,0.4048266006445313,0.3574549233544922,0.7622815239990235
85,1,0,0,0.05277821144531247,0.5788362302050781,0.5260580187597657
86,0,0,1,0.32755746031249994,0.711769686328125,0.38421222601562505
87,0,0,1,0.38381147976562496,0.7389844096289062,0.35517292986328125
88,1,0,0,0.030060242050781172,0.5678456688720703,0.5377854268212892
89,1,1,1,0.3615542779882813,0.3783893258935547,0.739943603881836
90,1,1,1,0.39400851998046876,0.3626885239892578,0.7566970439697266
91,1,1,1,0.006721232207031247,0.5500514267138672,0.5567726589208984
92,1,0,0,0.014914929121093712,0.5605186279833985,0.5456036988623048
93,0,0,1,0.31673937964843746,0.7065360856933594,0.3897967060449219
94,1,1,1,0.4675714684960938,0.32710003967285156,0.7946715081689454
95,0,0,1,0.3773206313671875,0.7358442492480469,0.3585236178808594
96,0,0,1,0.21180399720703125,0.6557701595361328,0.4439661623291016
97,0,0,1,0.3621753184374999,0.728517208359375,0.36634188992187505
98,1,1,1,0.1668288260351563,0.4725941373193359,0.6394229633544922
99,1,0,0,0.1057868066992187,0.6044808733154297,0.49869406661621096
100,0,0,1,0.30700310705078127,0.7018258451220704,0.3948227380712891
101,0,0,1,0.4076112572265625,0.7504983310253907,0.34288707379882816
102,0,0,1,0.2550763198632813,0.6767045620751954,0.4216282422119141
103,1,1,1,0.31287291500000003,0.40194052874999997,0.71481344375
104,0,0,1,0.06467810017578124,0.5845931909033203,0.519915090727539
105,1,1,1,0.28907313753906255,0.41345445014648435,0.7025275876855469
106,0,0,1,0.33729373291015624,0.7164799268994141,0.37918619398925785
107,1,1,1,0.06946610005859377,0.5196965430322266,0.5891626430908203
108,1,1,1,0.3528998134570313,0.3825762064013672,0.7354760198583985
109,0,0,1,0.05926905984374997,0.5819763905859375,0.5227073307421876
110,0,1,0,0.012130272539062625,0.5474346263964843,0.559564898935547
111,0,0,1,0.3675843587695312,0.7311340086767578,0.3635496499072266
112,1,1,1,0.07595694845703127,0.5165563826513672,0.5925133311083984
113,1,1,1,0.23281911808593758,0.44066917344726564,0.6734882915332032
114,1,1,1,0.38859947964843755,0.36530532430664064,0.7539048039550782
115,1,1,1,0.3528998134570313,0.3825762064013672,0.7354760198583985
116,0,0,1,0.032223858183593634,0.5688923889990234,0.5366685308154298
117,0,0,1,0.061432675976562434,0.5830231107128906,0.5215904347363282
118,1,1,1,0.25445527941406254,0.43020197217773437,0.6846572515917969
119,0,0,1,0.09713234216796873,0.6002939928076172,0.5031616506396485
120,0,0,1,0.3654207426367187,0.7300872885498046,0.36466654591308595
121,0,0,1,0.3957113684960938,0.7447413703271485,0.3490300018310547
122,0,0,1,0.18800421974609366,0.6442562381396484,0.4562520183935547
123,0,0,1,0.04196013078124994,0.5736026295703125,0.5316424987890626
124,0,0,1,0.3762388233007812,0.7353208891845703,0.3590820658837891
125,1,1,1,0.03593005000000005,0.535920705,0.571850755
126,1,1,1,0.4361990345703125,0.3422774815136719,0.7784765160839844
127,0,0,1,0.34919362164062495,0.7222368875976563,0.3730432659570313
128,1,1,1,0.12680192757812508,0.49195845966796875,0.6187603872460938
129,0,0,1,0.3340483087109375,0.7149098467089844,0.3808615379980469
130,0,0,1,0.4086930652929687,0.7510216910888672,0.34232862579589846
131,1,1,1,0.48055316529296876,0.3208197189111328,0.8013728842041016
132,0,0,1,0.39030232816406246,0.7421245700097656,0.35182224184570315
133,1,1,1,0.32910003599609383,0.3940901277978516,0.7231901637939454
134,1,1,1,0.44701711523437504,0.33704388087890624,0.7840609961132813
135,1,1,1,0.47514412496093755,0.32343651922851563,0.7985806441894532
136,1,1,1,0.0770387565234375,0.5160330225878906,0.5930717791113281
137,0,0,1,0.34486638937499997,0.72014344734375,0.37527705796875005
138,0,0,1,0.13283200835937503,0.6175648749023438,0.48473286654296877
139,1,0,0,0.09172330183593735,0.5976771924902343,0.505953890654297
140,0,1,0,0.0673024839257812,0.5207432631591797,0.5880457470849609
141,1,1,1,0.07162971619140635,0.5186498229052734,0.5902795390966797
142,1,1,1,0.20361030029296884,0.4547998951611328,0.6584101954541016
143,0,0,1,0.08090522117187504,0.5924435918554688,0.5115383706835938
144,0,0,1,0.3957113684960938,0.7447413703271485,0.3490300018310547
145,0,0,1,0.08847787763671877,0.5961071122998047,0.507629234663086
146,1,1,1,0.24904623908203133,0.4328187724951172,0.6818650115771485
147,1,1,1,0.3474907731250001,0.38519300671875,0.7326837798437501
148,0,0,1,0.3556844700390625,0.7253770479785157,0.36969257793945315
149,1,1,1,0.40374479257812507,0.3579782834179687,0.7617230759960938
150,0,0,1,0.21396761333984365,0.6568168796630859,0.44284926632324223
151,1,1,1,0.15925616957031258,0.47625765776367185,0.6355138273339844
152,0,0,1,0.24317643113281245,0.6709476013769531,0.42777117024414063
153,1,1,1,0.4361990345703125,0.3422774815136719,0.7784765160839844
