point,label,prediction,correct,margin,score_0,score_1
0,0,0,1,0.8122074740625,0.946234994765625,0.134027520703125
1,0,0,1,1.0621051374023438,1.067131169428711,0.005026032026367188
2,1,0,0,0.004096848457031177,0.5552850273486328,0.5511881788916017
3,0,0,1,0.9690696436914064,1.0221222039697266,0.05305256027832032
4,1,0,0,0.08306883730468739,0.5934903119824219,0.5104214746777345
5,0,0,1,0.6131547898437499,0.8499367430859375,0.2367819532421875
6,1,1,1,1.0366025114257813,0.05181264628417969,1.088415157709961
7,1,1,1,1.104756419609375,0.01884096228515625,1.1235973818945313
8,1,1,1,1.0917747228125,0.025121283046874998,1.116896005859375
9,0,0,1,0.4811742057421875,0.7860868153417969,0.3049126095996094
10,0,0,1,0.9171428565039063,0.9970009209228515,0.07985806441894532
11,1,1,1,0.4329536103710938,0.3438475617041016,0.7768011720751954
12,1,0,0,0.2583217440624999,0.678274642265625,0.41995289820312504
13,1,1,1,0.8267317465429689,0.1533444985986328,0.9800762451416016
14,1,0,0,0.42059295402343744,0.7567786517871093,0.3361856977636719
15,1,1,1,0.4892076298242188,0.3166328384033203,0.8058404682275391
16,0,0,1,0.6380363753710937,0.8619740245458984,0.22393764917480471
17,0,0,1,0.5677188510546876,0.8279556204199219,0.2602367693652344
18,0,0,1,1.0101783502148436,1.042009886381836,0.03183153616699219
19,0,0,1,0.4119384894921875,0.7525917712792969,0.3406532817871094
20,1,0,0,0.061432675976562434,0.5830231107128906,0.5215904347363282
21,1,1,1,0.4253809539062501,0.3475110821484375,0.7728920360546876
22,1,1,1,0.7910320803515626,0.17061538069335938,0.9616474610449219
23,0,0,1,0.911733816171875,0.9943841206054688,0.08265030443359375
24,1,1,1,0.5443798412109375,0.28994147516601565,0.8343213163769532
25,0,0,1,0.695372202890625,0.8897121079101562,0.19433990501953127
26,1,1,1,1.0366025114257813,0.05181264628417969,1.088415157709961
27,1,0,0,0.17502252294921872,0.6379759173779297,0.462953394428711
28,1,1,1,0.9176036241210939,0.10938225326660156,1.0269858773876954
29,0,0,1,0.7440535658789063,0.9132633107666016,0.16920974488769533
30,1,1,1,0.7163873237695314,0.20672722507324218,0.9231145488427736
31,1,1,1,0.16899244216796883,0.4715474171923828,0.6405398593603516
32,0,0,1,0.9831331485546875,1.0289258847949219,0.04579273624023438
33,0,0,1,0.95933337109375,1.0174119633984375,0.0580785923046875
34,0,0,1,0.9917876130859374,1.0331127653027343,0.041325152216796876
35,0,0,1,0.9138974323046875,0.9954308407324218,0.08153340842773438
36,0,0,1,0.3556844700390625,0.7253770479785157,0.36969257793945315
37,0,0,1,1.0015238856835937,1.0378230058740234,0.03629912019042969
38,0,0,1,0.7245810206835936,0.9038428296240234,0.1792618089404297
39,1,1,1,0.0013121918750000905,0.55266822703125,0.55398041890625
40,0,0,1,0.5796187397851562,0.833712581118164,0.25409384133300783
41,1,1,1,0.966284987109375,0.08583105041015625,1.0521160375195313
42,0,0,1,0.0030150403906250567,0.5547616672851563,0.5517466268945312
43,0,0,1,0.9366154016992186,1.0064214020654296,0.06980600036621094
44,0,0,1,0.5536553461914062,0.8211519395947265,0.2674965934033203
45,1,1,1,1.04850240015625,0.0460556855859375,1.0945580857421875
46,0,0,1,0.19016783587890623,0.6453029582666016,0.4551351223876953
47,1,1,1,0.4221355297070313,0.3490811623388672,0.7712166920458985
48,1,0,0,0.005178656523437408,0.5558083874121094,0.550629730888672
49,1,1,1,0.48379858949218757,0.3192496387207031,0.8030482282128907
50,1,1,1,0.39292671191406253,0.36321188405273436,0.7561385959667969
51,1,0,0,0.2009859165429687,0.6505365589013672,0.4495506423583985
52,1,1,1,0.03593005000000005,0.535920705,0.571850755
53,1,1,1,0.7618232625585938,0.18474610240722655,0.9465693649658203
54,0,0,1,1.0188328147460937,1.0461967668896484,0.02736395214355469
55,1,1,1,1.1025928034765624,0.019887682412109375,1.1224804858886719
56,1,1,1,0.2706824004101563,0.4223515712255859,0.6930339716357422
57,1,1,1,0.8819039579296876,0.12665313536132813,1.0085570932910157
58,1,1,1,0.39184490384765636,0.36373524411621094,0.7555801479638673
59,0,0,1,0.32539384417968753,0.7107229662011719,0.3853291220214844
60,0,0,1,0.7992257772656249,0.9399546740039062,0.14072889673828126
61,1,1,1,1.0344388952929688,0.05285936641113281,1.0872982617041016
62,0,0,1,0.7029448593554687,0.8933756283544921,0.19043076899902345
63,1,0,0,0.11227765509765619,0.6076210336962891,0.49534337859863287
64,0,0,1,0.26913982472656245,0.6835082429003906,0.41436841817382813
65,1,0,0,0.23560377466796867,0.6672840809326172,0.4316803062646485
66,0,0,1,0.46711070087890627,0.7792831345166016,0.3121724336376953
67,1,1,1,0.2501280471484376,0.4322954124316406,0.6824234595800782
68,0,0,1,0.9604151791601562,1.017935323461914,0.057520144301757815
69,0,0,1,0.7018630512890625,0.8928522682910156,0.19098921700195315
70,1,0,0,0.02032396945312498,0.5631354283007812,0.5428114588476562
71,0,0,1,0.7332354852148437,0.908029710131836,0.1747942249169922
72,1,1,1,0.9295035128515625,0.10362529256835938,1.033128805419922
73,0,0,1,1.0383053599414063,1.0556172480322266,0.017311888090820314
74,0,0,1,0.9193064726367187,0.9980476410498047,0.07874116841308594
75,0,1,0,0.1581743615039063,0.47678101782714843,0.6349553793310547
76,0,0,1,0.32323022804687496,0.7096762460742188,0.3864460180273438
77,1,1,1,1.1253107728710938,0.008897121079101563,1.1342078939501954
78,0,0,1,0.24317643113281245,0.6709476013769531,0.42777117024414063
79,1,1,1,0.8451224836718751,0.14444737751953124,0.9895698611914063
80,0,0,1,0.8846886145117187,0.9813001190185546,0.09661150450683595
81,1,1,1,1.130719813203125,0.0062803207617187495,1.137000133964844
82,1,1,1,1.0095573097656252,0.06489664787109375,1.074453957636719
83,1,1,1,0.7856230400195313,0.1732321810107422,0.9588552210302735
84,1,1,1,0.9392397854492189,0.0989150519970703,1.0381548374462892
85,1,0,0,0.20423134074218746,0.6521066390917969,0.44787529834960943
86,0,0,1,0.894424887109375,0.9860103595898437,0.09158547248046876
87,0,0,1,0.9485152904296874,1.0121783627636718,0.06366307233398438
88,1,0,0,0.09388691796874993,0.5987239126171875,0.5048369946484376
89,1,1,1,0.8310589788085938,0.15125105834472657,0.9823100371533204
90,1,1,1,1.0128027339648438,0.06332656768066407,1.0761293016455078
91,1,0,0,0.12417754382812496,0.6133779943945312,0.48920045056640626
92,1,0,0,0.03546928238281244,0.5704624691894531,0.5349931868066407
93,0,0,1,0.8554797967187501,0.9671693973046875,0.1116896005859375
94,1,1,1,1.1231471567382814,0.009943841206054687,1.133090997944336
95,0,0,1,0.9831331485546875,1.0289258847949219,0.04579273624023438
96,0,0,1,0.5677188510546876,0.8279556204199219,0.2602367693652344
97,0,0,1,0.9236337049023436,1.0001410813037108,0.07650737640136719
98,1,1,1,0.3247728037304688,0.3961835680517578,0.7209563717822266
99,1,0,0,0.1890860278125,0.644779598203125,0.455693570390625
100,0,0,1,0.8349254434570312,0.9572255560986328,0.12230011264160157
101,0,0,1,0.9063247758398437,0.9917673202880859,0.08544254444824219
102,0,0,1,0.660754344765625,0.8729645858789062,0.21221024111328127
103,1,1,1,0.6666241527148438,0.23080178799316406,0.8974259407080079
104,0,0,1,0.18259517941406245,0.6416394378222656,0.4590442584082032
105,1,1,1,0.5984702445312501,0.2637734719921875,0.8622437165234376
106,0,0,1,0.8414162918554687,0.9603657164794922,0.11894942462402344
107,1,1,1,0.2609461278125,0.427061811796875,0.688007939609375
108,1,1,1,0.9240944725195313,0.10624209288574218,1.0303365654052734
109,0,0,1,0.1890860278125,0.644779598203125,0.455693570390625
110,0,0,1,0.02032396945312498,0.5631354283007812,0.5428114588476562
111,0,0,1,0.972315067890625,1.0236922841601563,0.051377216269531255
112,1,1,1,0.056484403261718885,0.5259768637939453,0.5824612670556641
113,1,1,1,0.4426898829687501,0.3391373211328125,0.7818272041015626
114,1,1,1,0.8169954739453126,0.15805473916992188,0.9750502131152344
115,1,1,1,0.9273398967187501,0.1046720126953125,1.0320119094140625
116,0,0,1,0.10795042283203121,0.6055275934423828,0.4975771706103516
117,0,0,1,0.1339138164257812,0.6180882349658203,0.4841744185400391
118,1,1,1,0.6298426784570312,0.2485960301513672,0.8784387086083985
119,0,0,1,0.32647565224609376,0.7112463262646485,0.3847706740185547
120,0,0,1,0.8695433015820312,0.9739730781298828,0.10442977654785157
121,0,0,1,1.0047693098828125,1.0393930860644531,0.03462377618164063
122,0,0,1,0.5893550123828125,0.8384228216894531,0.24906780930664063
123,0,0,1,0.054941827578125046,0.5798829503320313,0.5249411227539063
124,0,0,1,0.9550061388281249,1.0153185231445312,0.06031238431640625
125,1,0,0,0.02032396945312498,0.5631354283007812,0.5428114588476562
126,1,1,1,1.026866238828125,0.05652288685546875,1.083389125683594
127,0,0,1,0.859807028984375,0.9692628375585938,0.10945580857421876
128,1,1,1,0.26960059234375,0.4228749312890625,0.6924755236328125
129,0,0,1,0.89009765484375,0.9839169193359375,0.09381926449218751
130,0,0,1,1.0209964308789063,1.0472434870166016,0.026247056137695315
131,1,1,1,1.122065348671875,0.01046720126953125,1.1325325499414063
132,0,0,1,0.9928694211523438,1.033636125366211,0.04076670421386719
133,1,1,1,0.7650686867578126,0.18317602221679688,0.9482447089746094
134,1,1,1,1.0214571984960938,0.05913968717285156,1.0805968856689454
135,1,1,1,1.1123290760742188,0.015177441840820313,1.1275065179150392
136,1,1,1,0.10841119044921887,0.5008555807470703,0.6092667711962891
137,0,0,1,0.7894895046679687,0.9352444334326172,0.14575492876464846
138,0,0,1,0.3134939554492187,0.7049660055029296,0.39147205005371094
139,1,0,0,0.17610433101562495,0.6384992774414062,0.4623949464257813
140,0,1,0,0.17440148250000004,0.468930616875,0.643332099375
141,1,1,1,0.21659199708984378,0.44851957439941403,0.6651115714892578
142,1,1,1,0.5194982556835939,0.30197875662597656,0.8214770123095704
143,0,0,1,0.24858547146484372,0.673564401694336,0.42497893022949224
144,0,0,1,0.9950330372851562,1.034682845493164,0.039649808208007814
145,0,0,1,0.23776739080078124,0.6683308010595703,0.4305634102587891
146,1,1,1,0.5703432348046875,0.27738083364257815,0.8477240684472657
147,1,1,1,0.8018501610156251,0.16538178005859375,0.9672319410742188
148,0,0,1,0.8284345950585937,0.9540853957177734,0.1256508006591797
149,1,1,1,0.9013765031250002,0.11723265421875,1.0186091573437501
150,0,0,1,0.5460826897265625,0.8174884191503906,0.2714057294238281
151,1,1,1,0.4069902167773438,0.3564082032275391,0.7633984200048829
152,0,0,1,0.6791450818945313,0.8818617069580078,0.20271662506347657
153,1,1,1,1.0128027339648438,0.06332656768066407,1.0761293016455078
154,1,1,1,0.65905149625,0.2344653084375,0.8935168046875
155,1,0,0,0.09388691796874993,0.5987239126171875,0.5048369946484376
156,0,0,1,0.7700169594726562,0.9258239522900391,0.15580699281738283
157,1,1,1,0.22849188582031255,0.44276261370117187,0.6712544995214844
158,0,0,1,0.42600199435546876,0.7593954521044922,0.33339345774902346
159,0,0,1,1.0458780164062498,1.0592807684765624,0.013402752070312501
160,1,1,1,0.8278135546093751,0.15282113853515625,0.9806346931445313
161,0,0,1,0.9517607146289062,1.0137484429541015,0.061987728325195314
162,0,0,1,0.781916848203125,0.9315809129882813,0.14966406478515626
163,0,0,1,0.08198702923828127,0.5929669519189453,0.5109799226806641
164,1,1,1,1.078793026015625,0.03140160380859375,1.110194629824219
165,0,0,1,0.8316800192578124,0.9556554759082031,0.12397545665039063
166,0,0,1,0.9344517855664063,1.0053746819384766,0.07092289637207032
167,0,0,1,0.046287363046874974,0.5756960698242187,0.5294087067773438
168,0,0,1,0.24425823919921874,0.6714709614404297,0.427212722241211
169,1,0,0,0.07874160503906247,0.5913968717285156,0.5126552666894532
170,0,0,1,0.24858547146484372,0.673564401694336,0.42497893022949224
171,0,0,1,0.4249201862890624,0.7588720920410156,0.33395190575195316
172,1,1,1,0.9944119968359375,0.07222368875976562,1.066635685595703
173,1,1,1,0.20036487609375003,0.4563699753515625,0.6567348514453125
174,1,1,1,0.26310974394531256,0.42601509166992185,0.6891248356152344
175,1,1,1,0.6244336381250001,0.25121283046875,0.8756464685937501
176,0,0,1,0.6391181834374999,0.862497384609375,0.223379201171875
177,1,1,1,0.5422162250781251,0.29098819529296877,0.8332044203710938
178,1,1,1,0.34640896505859387,0.38571636678222654,0.7321253318408204
179,1,1,1,0.41239925710937503,0.35379140291015626,0.7661906600195313
180,1,1,1,1.0495842082226563,0.045532325522460934,1.0951165337451172
181,0,0,1,0.9441880581640625,1.0100849225097657,0.06589686434570313
182,1,0,0,0.025733009785156247,0.5657522286181641,0.5400192188330079
183,0,0,1,0.7148447480859375,0.8991325890527344,0.1842878409667969
184,0,0,1,0.86413426125,0.9713562778125,0.10722201656250001
185,1,1,1,0.9933301887695314,0.07274704882324219,1.0660772375927736
186,0,0,1,0.6207274463085937,0.8536002635302734,0.2328728172216797
187,1,1,1,0.47730774109375007,0.3223897991015625,0.7996975401953126
188,0,0,1,0.5742096994531249,0.8310957808007813,0.2568860813476563
189,0,0,1,1.050205248671875,1.0613742087304687,0.01116896005859375
190,1,1,1,1.0463387840234377,0.04710240571289062,1.0934411897363283
191,1,1,1,0.11057480658203134,0.4998088606201172,0.6103836672021485
192,1,1,1,0.3009730262695313,0.4076974894482422,0.7086705157177735
193,0,0,1,0.9052429677734375,0.9912439602246094,0.08600099245117188
194,1,0,0,0.0765779889062499,0.5903501516015625,0.5137721626953126
195,0,0,1,0.6910449706249999,0.88761866765625,0.19657369703125002
196,1,1,1,0.46973508462890634,0.32605331954589845,0.7957884041748048
197,0,0,1,0.6196456382421875,0.8530769034667969,0.23343126522460939
198,1,1,1,0.7704777270898437,0.18055922189941406,0.9510369489892578
199,0,0,1,0.504973983203125,0.7976007367382812,0.29262675353515627
200,0,0,1,0.22154026980468738,0.6604804001074218,0.43894013030273443
201,1,1,1,0.10841119044921887,0.5008555807470703,0.6092667711962891
202,0,0,1,0.6542634963671874,0.8698244254980468,0.2155609291308594
203,1,1,1,0.6871785059765626,0.22085794678710938,0.908036452763672
204,1,1,1,0.6017156687304688,0.26220339180175783,0.8639190605322267
205,0,1,0,0.12247469531250005,0.494051899921875,0.616526595234375
206,0,0,1,0.7992257772656249,0.9399546740039062,0.14072889673828126
207,1,1,1,0.9857575323046875,0.07641056926757812,1.0621681015722657
208,1,1,1,0.9132763918554688,0.11147569352050782,1.0247520853759766
209,1,1,1,0.31720014726562507,0.39984708849609374,0.7170472357617188
210,1,1,1,0.8224045142773438,0.15543793885253906,0.9778424531298829
211,1,1,1,0.26202793587890627,0.42653845173339844,0.6885663876123047
212,0,0,1,0.41085668142578124,0.7520684112158204,0.3412117297900391
213,1,1,1,0.15060170503906256,0.48044453827148437,0.6310462433105469
214,0,0,1,0.2529127037304687,0.6756578419482422,0.4227451382177735
215,1,1,1,0.36696331832031254,0.37577252557617186,0.7427358438964844
216,0,0,1,0.9733968759570312,1.0242156442236328,0.05081876826660157
217,0,1,0,0.07920237265625008,0.5149863024609375,0.5941886751171875
218,1,1,1,0.03809366613281262,0.5348739848730468,0.5729676510058594
219,1,1,1,1.1253107728710938,0.008897121079101563,1.1342078939501954
220,1,1,1,0.39292671191406253,0.36321188405273436,0.7561385959667969
221,1,1,1,0.5779158912695312,0.27371731319824216,0.8516332044677735
222,1,1,1,0.11057480658203134,0.4998088606201172,0.6103836672021485
223,0,0,1,0.8836068064453124,0.9807767589550781,0.09716995250976564
224,0,0,1,0.8630524531835938,0.9708329177490235,0.1077804645654297
225,1,1,1,0.7986047368164063,0.16695186024902345,0.9655565970654297
226,1,1,1,0.5292345282812501,0.2972685160546875,0.8265030443359376
227,1,1,1,0.5476252654101563,0.28837139497558595,0.8359966603857423
228,1,1,1,0.7899502722851564,0.17113874075683594,0.9610890130419922
229,1,1,1,0.19711945189453134,0.4579400555419922,0.6550595074365235
230,0,0,1,0.8435799079882812,0.9614124366064453,0.11783252861816407
231,0,0,1,0.9171428565039063,0.9970009209228515,0.07985806441894532
232,0,0,1,0.522282912265625,0.8059744977539063,0.2836915854882813
233,0,0,1,0.5731278913867186,0.8305724207373046,0.257444529350586
234,0,0,1,0.5493281139257813,0.8190584993408203,0.2697303854150391
235,1,1,1,0.8797403417968751,0.12769985548828125,1.0074401972851563
236,0,0,1,0.21396761333984365,0.6568168796630859,0.44284926632324223
237,0,0,1,0.9149792403710938,0.9959542007958985,0.08097496042480469
238,0,0,1,0.9614969872265625,1.0184586835253906,0.05696169629882813
239,0,0,1,0.9885421888867187,1.0315426851123046,0.04300049622558594
240,1,1,1,0.7953593126171876,0.16852194043945312,0.9638812530566407
